Set point,duty,hız
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,244.16,79.27
100.00,244.16,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,244.16,79.27
100.00,244.16,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,87.20
100.00,234.97,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,79.27
100.00,234.97,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,234.97,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,87.20
100.00,255.00,87.20
100.00,255.00,79.27
30.00,231.93,79.27
30.00,231.93,79.27
30.00,196.27,79.27
30.00,196.27,71.35
30.00,239.68,79.27
30.00,239.68,79.27
30.00,159.93,79.27
30.00,194.03,71.35
30.00,194.03,71.35
30.00,237.44,71.35
30.00,237.44,71.35
30.00,201.90,71.35
30.00,201.90,71.35
30.00,201.24,63.42
30.00,244.78,63.42
30.00,244.78,71.35
30.00,165.16,71.35
30.00,165.16,71.35
30.00,199.38,71.35
30.00,199.38,71.35
30.00,198.72,63.42
30.00,242.26,63.42
30.00,242.26,71.35
30.00,162.64,63.42
30.00,162.64,63.42
30.00,241.06,63.42
30.00,241.06,71.35
30.00,161.45,71.35
30.00,195.66,63.42
30.00,195.66,63.42
30.00,239.21,63.42
30.00,239.21,71.35
30.00,159.59,71.35
30.00,159.59,63.42
30.00,238.01,63.42
30.00,202.59,63.42
30.00,202.59,63.42
30.00,202.06,71.35
30.00,202.06,71.35
30.00,157.32,63.42
30.00,157.32,63.42
30.00,235.74,63.42
30.00,200.33,63.42
30.00,200.33,71.35
30.00,155.59,63.42
30.00,155.59,71.35
30.00,189.81,63.42
30.00,189.81,63.42
30.00,233.35,63.42
30.00,197.94,63.42
30.00,197.94,63.42
30.00,197.40,63.42
30.00,197.40,63.42
30.00,196.87,63.42
30.00,196.87,63.42
30.00,196.33,63.42
30.00,196.33,63.42
30.00,195.80,63.42
30.00,195.26,63.42
30.00,195.26,63.42
30.00,194.73,63.42
30.00,194.73,63.42
30.00,194.19,63.42
30.00,194.19,63.42
30.00,193.66,63.42
30.00,193.12,63.42
30.00,193.12,63.42
30.00,192.59,63.42
30.00,192.59,63.42
30.00,192.05,55.49
30.00,192.05,55.49
30.00,235.72,63.42
30.00,156.23,63.42
30.00,156.23,63.42
30.00,190.58,63.42
30.00,190.58,63.42
30.00,190.04,63.42
30.00,190.04,63.42
30.00,189.51,55.49
30.00,233.18,63.42
30.00,233.18,63.42
30.00,153.68,63.42
30.00,153.68,55.49
30.00,232.23,63.42
30.00,232.23,63.42
30.00,152.74,63.42
30.00,187.09,63.42
30.00,187.09,63.42
30.00,186.55,63.42
30.00,186.55,63.42
30.00,186.02,63.42
30.00,186.02,55.49
30.00,229.69,55.49
30.00,194.40,55.49
30.00,194.40,63.42
30.00,149.79,63.42
30.00,149.79,63.42
30.00,184.13,55.49
30.00,184.13,55.49
30.00,227.80,63.42
30.00,148.31,63.42
30.00,148.31,63.42
30.00,182.66,63.42
30.00,182.66,55.49
30.00,226.32,63.42
30.00,226.32,63.42
30.00,146.83,63.42
30.00,146.83,63.42
30.00,181.18,55.49
30.00,224.85,55.49
30.00,224.85,63.42
30.00,145.36,63.42
30.00,145.36,63.42
30.00,179.70,55.49
30.00,179.70,63.42
30.00,179.17,63.42
30.00,178.63,55.49
30.00,178.63,55.49
30.00,222.30,63.42
30.00,222.30,55.49
30.00,187.01,55.49
30.00,187.01,63.42
30.00,142.40,63.42
30.00,176.75,55.49
30.00,176.75,55.49
30.00,220.42,55.49
30.00,220.42,63.42
30.00,140.92,63.42
30.00,140.92,55.49
30.00,219.47,63.42
30.00,139.98,55.49
30.00,139.98,55.49
30.00,218.53,55.49
30.00,218.53,55.49
30.00,183.24,63.42
30.00,183.24,63.42
30.00,138.63,55.49
30.00,217.18,55.49
30.00,217.18,55.49
30.00,181.89,55.49
30.00,181.89,63.42
30.00,137.28,63.42
30.00,137.28,55.49
30.00,215.83,55.49
30.00,180.54,55.49
30.00,180.54,63.42
30.00,135.93,55.49
30.00,135.93,63.42
30.00,170.28,55.49
30.00,170.28,55.49
30.00,213.94,55.49
30.00,178.66,63.42
30.00,178.66,55.49
30.00,178.25,55.49
30.00,178.25,55.49
30.00,177.84,55.49
30.00,177.84,55.49
30.00,177.43,55.49
30.00,177.43,55.49
30.00,177.02,55.49
30.00,176.62,55.49
30.00,176.62,55.49
30.00,176.21,55.49
30.00,176.21,55.49
30.00,175.80,55.49
30.00,175.80,55.49
30.00,175.39,55.49
30.00,174.99,55.49
30.00,174.99,55.49
30.00,174.58,55.49
30.00,174.58,55.49
30.00,174.17,55.49
30.00,174.17,55.49
30.00,173.76,55.49
30.00,173.35,55.49
30.00,173.35,55.49
30.00,172.95,55.49
30.00,172.95,55.49
30.00,172.54,55.49
30.00,172.54,55.49
30.00,172.13,55.49
30.00,171.72,47.56
30.00,171.72,47.56
30.00,215.52,55.49
30.00,215.52,55.49
30.00,136.15,55.49
30.00,136.15,55.49
30.00,170.63,55.49
30.00,170.22,55.49
30.00,170.22,55.49
30.00,169.81,47.56
30.00,169.81,47.56
30.00,213.61,55.49
30.00,213.61,55.49
30.00,134.24,55.49
30.00,168.71,55.49
30.00,168.71,55.49
30.00,168.31,55.49
30.00,168.31,55.49
30.00,167.90,47.56
30.00,167.90,47.56
30.00,211.69,55.49
30.00,132.33,55.49
30.00,132.33,55.49
30.00,166.80,55.49
30.00,166.80,55.49
30.00,166.39,55.49
30.00,166.39,55.49
30.00,165.98,47.56
30.00,165.98,55.49
30.00,209.78,55.49
30.00,130.42,55.49
30.00,130.42,55.49
30.00,164.89,55.49
30.00,164.89,55.49
30.00,164.48,47.56
30.00,164.48,55.49
30.00,164.07,47.56
30.00,207.87,55.49
30.00,207.87,55.49
30.00,128.50,55.49
30.00,128.50,55.49
30.00,162.98,55.49
30.00,162.98,47.56
30.00,206.77,55.49
30.00,127.41,55.49
30.00,127.41,55.49
30.00,161.88,47.56
30.00,161.88,47.56
30.00,205.67,55.49
30.00,205.67,55.49
30.00,126.31,55.49
30.00,160.78,55.49
30.00,160.78,47.56
30.00,204.58,55.49
30.00,204.58,55.49
30.00,125.21,55.49
30.00,125.21,55.49
30.00,159.69,47.56
30.00,203.48,55.49
30.00,203.48,55.49
30.00,124.12,55.49
30.00,124.12,47.56
30.00,202.79,55.49
30.00,202.79,55.49
30.00,123.43,55.49
30.00,157.90,55.49
30.00,157.90,47.56
30.00,201.69,55.49
30.00,201.69,55.49
30.00,122.33,55.49
30.00,122.33,47.56
30.00,201.01,47.56
30.00,165.84,55.49
30.00,165.84,55.49
30.00,121.36,55.49
30.00,121.36,55.49
30.00,155.83,47.56
30.00,155.83,47.56
30.00,199.63,55.49
30.00,120.26,55.49
30.00,120.26,47.56
30.00,198.94,55.49
30.00,198.94,47.56
30.00,163.78,55.49
30.00,163.78,55.49
30.00,119.29,55.49
30.00,119.29,47.56
30.00,153.77,55.49
30.00,153.36,47.56
30.00,153.36,47.56
30.00,197.15,47.56
30.00,197.15,55.49
30.00,117.79,55.49
30.00,117.79,47.56
30.00,196.46,47.56
30.00,161.30,55.49
30.00,161.30,47.56
30.00,161.02,55.49
30.00,161.02,55.49
30.00,116.54,47.56
30.00,116.54,47.56
30.00,195.21,55.49
30.00,115.85,47.56
30.00,115.85,55.49
30.00,150.32,47.56
30.00,150.32,47.56
30.00,194.12,47.56
30.00,194.12,47.56
30.00,158.96,55.49
30.00,114.47,47.56
30.00,114.47,55.49
30.00,148.94,47.56
30.00,148.94,47.56
30.00,192.74,47.56
30.00,192.74,47.56
30.00,157.58,55.49
30.00,113.09,47.56
30.00,113.09,47.56
30.00,191.77,47.56
30.00,191.77,55.49
